business_name,category_searched,address,phone,website,email,lead_score
Ju Hachi,restaurant,1730 S Street Sacramento CA 95811,+1-916-448-3481,https://juhachisacramento.com,,1
Kiki's Wings & Tenders,restaurant,7321 West Stockton Boulevard Sacramento 95823,+1-916-287-8998,https://kikischicken.com,,1
La Terraza Old Sacramento,restaurant,,+1 916-440-0874,https://www.laterrazaoldsac.com/,,1
La Trattoria Bohemia,restaurant,,+1-916-455-7803,https://latrattoriabohemia.com/,,1
Los Immortales Taqueria - Cocina Mexicana,restaurant,501 Broadway 95818,+1-916-553-8127,https://losinmortalestaqueriaca.com,,1
Los Jarritos,restaurant,2509 Broadway Sacramento CA 95818,+1 916-455-7911,https://los-jarritos.menu-buzz.com/,,1
Lowbrau,restaurant,1050 20th Street Sacramento 95811,+1 916-706-2636,https://www.lowbrausacramento.com/,,1
Masullo,restaurant,2711 Riverside Boulevard,+1-916-443-8929,https://www.masullopizza.com,,1
Maydoon Persian Cuisine,restaurant,,+1-916-382-4309,https://maydoonrestaurant.com/,,1
Mountain Mike's,restaurant,4720 Freeport Boulevard 95822,+1-279-222-4310,http://mountainmikespizza.com,,1
Mr Crab Seafood Grill & Bar,restaurant,3581 Truxel Road Sacramento CA 95834,+1-916-692-8555,https://mrcrabca.com,,1
Mr. Fries Man,restaurant,8251 Bruceville Road,+1 916-829-5109,https://www.mrfriesman.com/location/sacramento-california/,,1
New Kathmandu Kitchen,restaurant,3672 J Street Sacramento CA 95816,+1 916-942-9796,https://newkathmandukitchen.com/,,1
Oak Park Brewing Company,restaurant,3514 Broadway Sacramento CA,+1-916-660-2723,https://opbrewco.com/,,1
Orchard Thai,restaurant,,+1-916-476-3681,https://www.orchidthai916.com/,,1
Pho Bac Hoa Viet Restaurant,restaurant,7600 Greenhaven Drive 95831,9163930138,https://places.singleplatform.com/pho-bac-hoa-viet-6/menu?,,1
Pieology Pizzeria,restaurant,1020 16th Street Sacramento CA 95814,+1-916-447-1695,https://pieology.com/pizza-near-me/?rest_id=8023,,1
Pizza Hut,restaurant,604 West El Camino Avenue Sacramento CA 95833,+1 916-921-1800,https://locations.pizzahut.com/ca/sacramento/604-w-el-camino-ave,,1
Pizzasaurus Rex,restaurant,2322 K Street,+1 916-476-5712,https://www.eatpizzasaurusrex.com,,1
Prelude Kitchen & Bar,restaurant,1117 11th Street Sacramento CA 95814,+1-916-898-1071,https://preluderestaurant.com/,,1
Public House Downtown,restaurant,1132 16th Street Sacramento 95814,+1 916-446-0888,https://www.phdowntown.com/,,1
Pushkin's Bakery,restaurant,1820 29th Street Sacramento CA 95816,+1 916-376-7752,https://pushkinsbakery.com/,,1
Pushkins Bakery & Cafe,restaurant,2920 Arden Way Sacramento CA 95825,+1-916-667-8157,https://pushkinsbakery.com,,1
Queen Sheba,restaurant,1704 Broadway Sacramento 95818,+1-916-446-1223,https://www.queenshebas.com/,,1
Railroad Fish & Chips,restaurant,1100 Front Street 95814,+1-916-443-7300,https://railroadfishchips.com/,,1
Riverside Clubhouse,restaurant,2633 Riverside Boulevard,+1-916-448-9988,https://riversideclubhouse.com,,1
Roma's Pizzeria,restaurant,5743 Franklin Boulevard 95824,+1-916-421-1881,https://romaspizzeriasacramento.com/,,1
Rosa Madera,restaurant,,+1 714-631-8796,https://rosamaderarestaurant.com/,,1
Round Table Pizza,restaurant,1307 Florin Road Sacramento 95831,+1-916-422-7557,https://roundtablepizza.com/,,1
Round Table Pizza,restaurant,3005 Freeport Boulevard 95818,+1-916-443-2001,http://ordering.roundtablepizza.com,,1
Sam's Hof Brau,restaurant,2500 Watt Avenue,,https://www.originalsamshofbrau.com,info@originalsamshofbrau.com,1
Sawasdee Thai Cuisine,restaurant,,+1 916-329-8678,https://www.facebook.com/SawasdeeSac,,1
Selland's Market Café Broadway Sacramento,restaurant,915 Broadway Sacramento CA 95818,+1-916-732-3390,https://www.sellands.com/,,1
Slice of Old Sacramento Pizza,restaurant,,+1 916-443-6761,http://sliceofoldsac.com/,,1
Station 16,restaurant,1118 16th Street Sacramento CA 95814,+1-916-228-4042,https://www.station16restaurant.com/locations/sacramento,,1
Sumer Nights,restaurant,2316 Watt Avenue Sacramento CA 95825,+1 916-750-5088,https://www.sumer-nights.com/,,1
Super Taco,restaurant,7131 Franklin Boulevard 95823,+1-916-469-9104,https://www.supertacomex.com/,,1
Sushi Cafe Bar and Grill,restaurant,Freeport Boulevard,+1-916-452-6888,http://mysuahicafe.com,,1
Tai Pan Dim Sum & Bakery,restaurant,4400 Freeport Boulevard 95822,+1 916-330-1919,https://taipanusa.com/,,1
Taichi Bubble Tea,restaurant,5801 Folsom Boulevard 95819,+1-916-822-4997,https://www.taichibubbleteaca.com/,,1
Tasty Dumpling,restaurant,2080 Fair Oaks Boulevard,+1-916-818-9668,https://www.thetastydumplings.com/,,1
Tasty Hawaiian BBQ,restaurant,2309 Northgate Boulevard Sacramento CA 95833,+1-916-339-6615,https://www.tastyhawaiianbbqca.com/,,1
Tbar and Fusion Cafe,restaurant,2700 Capitol Avenue 95816,+1 916-444-8227,https://ilovetbar.com,,1
Texas Roadhouse,restaurant,8094 Orchard Loop Lane 95624,+1-916-681-0640,https://www.texasroadhouse.com/locations/188-elk-groveca,,1
Thai Basil,restaurant,2431 J Street Sacramento CA 95816,+1-916-442-7690,https://www.thaibasilrestaurant.com/,,1
Thai Farm House BBQ and Bistro,restaurant,1049 Broadway Sacramento CA 95818,+1-916-382-9448,https://thaifarmhouse.com/,,1
The Boiling Crab,restaurant,1000 K Street Sacramento CA 95814,+1-916-281-0291,https://theboilingcrab.com/,,1
The Coconut,restaurant,1110 T Street 95811,+1-916-822-4665,https://coconutont.com/,,1
The Great Greek Mediterranean Grill,restaurant,3700 Crocker Drive,+1 916-476-3201,https://www.thegreatgreekgrill.com/sacramento-ca,,1
The Mandarin Restaurant,restaurant,4321 Arden Way Sacramento CA 95864,+1-916-488-4794,https://themandarinrestaurant.com,,1
The Old Spaghetti Factory,restaurant,1910 K Street Sacramento CA,+1 916-443-2862,https://www.osf.com/,,1
The Porch Restaurant and Bar,restaurant,,+1-916-444-2423,http://www.theporchsacramento.com/,,1
The Squeeze Inn,restaurant,5301 Power Inn Road Sacramento 95820,+1-916-386-8599,http://thesqueezeinn.com/menus/SacMenu1211.pdf,,1
Tropics Ale House Midtown,restaurant,2001 J Street Sacramento CA 95811,+1-916-594-7286,https://www.tropicsalehousemidtown.com/,,1
Vallejo's Mexican Restaurant,restaurant,1900 4th Street,+1 916-443-8488,https://www.vallejosrestaurant.com/,,1
Veg Cafe & Bar,restaurant,2431 J Street Sacramento CA 95816,+1-916-448-8768,https://www.vegsacramento.com/,,1
Waffle Square,restaurant,2107 Fulton Avenue Sacramento CA 95825,+1-916-486-9512,https://wafflesquarefulton.com,,1
West Coast Sourdough,restaurant,1335 Florin Road 95831,+1-916-9529690,https://www.wcsourdough.com,,1
Yard House,restaurant,405 K Street 95814,+1 916-441-5001,https://www.yardhouse.com/locations/ca/sacramento/sacramento-downtown-commons/8379,,1
Bravo's Tacos,restaurant,7894 Florin Road 95828,+1-916-428-4066,https://bravostacoshop.shop,bravostacoshop.shop@gmail.com,0
Chaat Kafe,restaurant,2721 Del Paso Road Sacramento CA 95835,+1-916-419-9200,https://chaatkafesac.com,andydhami44@yahoo.com,0
Cluckin' Good,restaurant,1829 22nd Street Sacramento CA 95816-7106,+1-916-883-4835,https://cluckingoodus.com,ccluckin.good@gmail.com,0
Fuji Sacramento,restaurant,1235 Broadway Sacramento CA 95818,+1 916-661-5327,https://www.fuji-sacramento.com/,eat@fuji-sacramento.com,0
Honey and the Trapcat,restaurant,1023A Front Street Sacramento CA 95814,+1-916-661-5852,https://www.honeyandthetrapcat.com/,honey@honeyandthetrapcat.com,0
Oishii Sushi,restaurant,1000 K Street Sacramento CA 95814,+1-916-557-8088,https://oishiisushica.com,Restaurant@OishiiSushiKaraoke.com,0
Thai Canteen,restaurant,,+1-916-382-9196,https://www.thaicanteensac.com/,thaicanteen.midtown@gmail.com,0
